,Rows,Cols
229,3,1
230,3,3
231,3,5
232,3,6
233,3,7
234,3,8
235,3,9
236,3,10
237,3,13
238,3,14
239,3,15
240,3,16
241,3,17
242,3,18
243,3,19
244,3,20
245,3,21
246,3,22
247,3,23
248,3,24
249,3,25
250,3,26
251,3,27
252,3,28
253,3,29
254,3,30
255,3,31
256,3,32
257,3,34
258,4,0
259,4,1
260,4,2
261,4,3
262,4,5
263,4,6
264,4,8
265,4,9
266,4,10
267,4,11
268,4,12
269,4,13
270,4,14
271,4,15
272,4,16
273,4,17
274,4,19
275,4,21
276,4,22
277,4,23
278,4,26
279,4,27
280,4,29
281,4,31
282,4,32
283,4,33
284,4,34
285,5,1
286,5,2
287,5,3
288,5,4
289,5,5
290,5,6
291,5,7
292,5,9
293,5,10
294,5,11
295,5,12
296,5,13
297,5,15
298,5,16
299,5,17
300,5,18
301,5,19
302,5,20
303,5,21
304,5,22
305,5,23
306,5,24
307,5,25
308,5,27
309,5,28
310,5,29
311,5,30
312,5,32
313,5,33
314,5,34
315,6,0
316,6,1
317,6,5
318,6,6
319,6,7
320,6,8
321,6,9
322,6,10
323,6,12
324,6,13
325,6,14
326,6,17
327,6,18
328,6,19
329,6,20
330,6,21
331,6,22
332,6,23
333,6,24
334,6,25
335,6,26
336,6,27
337,6,28
338,6,29
339,6,30
340,6,31
341,6,33
342,6,34
343,7,0
344,7,1
345,7,2
346,7,3
347,7,4
348,7,5
349,7,6
350,7,7
351,7,8
352,7,10
353,7,11
354,7,12
355,7,13
356,7,14
357,7,15
358,7,16
359,7,17
360,7,18
361,7,19
362,7,20
363,7,23
364,7,24
365,7,25
366,7,27
367,7,28
368,7,29
369,7,30
370,7,31
371,7,32
372,7,33
373,7,34
374,8,2
375,8,3
376,8,4
377,8,6
378,8,7
379,8,8
380,8,9
381,8,10
382,8,12
383,8,13
384,8,14
385,8,15
386,8,16
387,8,17
388,8,19
389,8,20
390,8,21
391,8,23
392,8,24
393,8,25
394,8,27
395,8,28
396,8,29
397,8,30
398,8,31
399,8,32
400,8,33
401,8,34
402,9,0
403,9,1
404,9,2
405,9,3
406,9,4
407,9,5
408,9,6
409,9,7
410,9,8
411,9,9
412,9,10
413,9,11
414,9,12
415,9,13
416,9,14
417,9,15
418,9,18
419,9,19
420,9,20
421,9,21
422,9,22
423,9,23
424,9,24
425,9,26
426,9,27
427,9,28
428,9,29
429,9,30
430,9,31
431,9,33
432,9,34
433,10,0
434,10,1
435,10,2
436,10,4
437,10,5
438,10,6
439,10,8
440,10,9
441,10,10
442,10,11
443,10,12
444,10,13
445,10,14
446,10,15
447,10,16
448,10,17
449,10,18
450,10,19
451,10,21
452,10,22
453,10,23
454,10,24
455,10,25
456,10,28
457,10,29
458,10,30
459,10,31
460,10,32
461,10,33
462,10,34
463,11,0
464,11,1
465,11,2
466,11,3
467,11,5
468,11,6
469,11,7
470,11,8
471,11,9
472,11,11
473,11,12
474,11,13
475,11,14
476,11,15
477,11,16
478,11,17
479,11,18
480,11,19
481,11,21
482,11,22
483,11,23
484,11,24
485,11,25
486,11,27
487,11,28
488,11,29
489,11,30
490,11,31
491,11,32
492,11,33
493,11,34
494,12,0
495,12,1
496,12,2
497,12,4
498,12,6
499,12,7
500,12,8
501,12,9
502,12,10
503,12,11
504,12,12
505,12,13
506,12,15
507,12,16
508,12,17
509,12,18
510,12,19
511,12,20
512,12,21
513,12,23
514,12,24
515,12,25
516,12,26
517,12,27
518,12,29
519,12,30
520,12,32
521,12,33
522,13,0
523,13,1
524,13,3
525,13,4
526,13,5
527,13,6
528,13,7
529,13,8
530,13,9
531,13,10
532,13,11
533,13,12
534,13,13
535,13,16
536,13,17
537,13,18
538,13,19
539,13,20
540,13,22
541,13,23
542,13,25
543,13,26
544,13,27
545,13,28
546,13,30
547,13,31
548,13,32
549,13,33
550,13,34
551,14,0
552,14,1
553,14,2
554,14,3
555,14,4
556,14,5
557,14,6
558,14,7
559,14,8
560,14,9
561,14,10
562,14,11
563,14,13
564,14,14
565,14,15
566,14,16
567,14,17
568,14,20
569,14,21
570,14,22
571,14,23
572,14,24
573,14,26
574,14,29
575,14,30
576,14,31
577,14,32
578,14,33
579,14,34
580,15,0
581,15,1
582,15,3
583,15,5
584,15,6
585,15,8
586,15,9
587,15,10
588,15,11
589,15,12
590,15,13
591,15,14
592,15,17
593,15,18
594,15,19
595,15,20
596,15,21
597,15,22
598,15,23
599,15,24
600,15,25
601,15,26
602,15,27
603,15,28
604,15,29
605,15,31
606,15,33
607,16,0
608,16,1
609,16,2
610,16,4
611,16,5
612,16,6
613,16,7
614,16,9
615,16,11
616,16,12
617,16,13
618,16,15
619,16,16
620,16,17
621,16,18
622,16,19
623,16,20
624,16,22
625,16,24
626,16,26
627,16,27
628,16,28
629,16,29
630,16,30
631,16,31
632,16,32
633,16,33
634,16,34
635,17,0
636,17,1
637,17,2
638,17,3
639,17,4
640,17,5
641,17,6
642,17,7
643,17,8
644,17,9
645,17,10
646,17,11
647,17,12
648,17,13
649,17,15
650,17,16
651,17,17
652,17,18
653,17,19
654,17,20
655,17,21
656,17,22
657,17,23
658,17,25
659,17,26
660,17,27
661,17,28
662,17,29
663,17,31
664,17,32
665,17,33
666,17,34
667,18,0
668,18,1
669,18,2
670,18,4
671,18,5
672,18,7
673,18,8
674,18,9
675,18,11
676,18,12
677,18,13
678,18,14
679,18,15
680,18,17
681,18,18
682,18,19
683,18,20
684,18,23
685,18,24
686,18,25
687,18,26
688,18,27
689,18,28
690,18,29
691,18,30
692,18,31
693,18,32
694,18,33
695,18,34
696,19,0
697,19,1
698,19,2
699,19,3
700,19,4
701,19,5
702,19,6
703,19,8
704,19,9
705,19,10
706,19,11
707,19,12
708,19,13
709,19,14
710,19,15
711,19,16
712,19,17
713,19,18
714,19,19
715,19,20
716,19,21
717,19,22
718,19,24
719,19,25
720,19,26
721,19,27
722,19,30
723,19,31
724,19,33
725,19,34
726,20,0
727,20,1
728,20,2
729,20,4
730,20,5
731,20,6
732,20,7
733,20,8
734,20,9
735,20,10
736,20,11
737,20,13
738,20,14
739,20,15
740,20,16
741,20,17
742,20,18
743,20,19
744,20,21
745,20,22
746,20,23
747,20,24
748,20,25
749,20,28
750,20,29
751,20,30
752,20,32
753,20,33
754,20,34
755,21,0
756,21,1
757,21,2
758,21,3
759,21,5
760,21,6
761,21,7
762,21,8
763,21,10
764,21,11
765,21,12
766,21,13
767,21,14
768,21,15
769,21,16
770,21,17
771,21,18
772,21,19
773,21,20
774,21,21
775,21,22
776,21,23
777,21,24
778,21,25
779,21,26
780,21,27
781,21,28
782,21,30
783,21,32
784,21,33
785,22,1
786,22,2
787,22,3
788,22,4
789,22,5
790,22,6
791,22,8
792,22,9
793,22,10
794,22,11
795,22,13
796,22,14
797,22,15
798,22,16
799,22,17
800,22,18
801,22,19
802,22,20
803,22,21
804,22,22
805,22,24
806,22,25
807,22,26
808,22,27
809,22,28
810,22,29
811,22,30
812,22,31
813,22,33
814,22,34
815,23,0
816,23,1
817,23,2
818,23,4
819,23,5
820,23,6
821,23,7
822,23,8
823,23,9
824,23,10
825,23,11
826,23,12
827,23,13
828,23,15
829,23,17
830,23,18
831,23,19
832,23,20
833,23,21
834,23,22
835,23,23
836,23,25
837,23,26
838,23,27
839,23,28
840,23,29
841,23,31
842,23,32
843,23,34
844,24,0
845,24,1
846,24,2
847,24,4
848,24,6
849,24,7
850,24,8
851,24,9
852,24,10
853,24,11
854,24,12
855,24,15
856,24,16
857,24,17
858,24,18
859,24,19
860,24,20
861,24,21
862,24,22
863,24,23
864,24,24
865,24,25
866,24,26
867,24,27
868,24,28
869,24,29
870,24,30
871,24,32
872,24,33
873,25,0
874,25,1
875,25,2
876,25,4
877,25,6
878,25,7
879,25,8
880,25,9
881,25,10
882,25,11
883,25,12
884,25,13
885,25,14
886,25,15
887,25,16
888,25,17
889,25,18
890,25,19
891,25,20
892,25,21
893,25,22
894,25,23
895,25,25
896,25,28
897,25,29
898,25,31
899,25,32
900,25,33
901,25,34
902,26,0
903,26,1
904,26,2
905,26,3
906,26,4
907,26,5
908,26,7
909,26,9
910,26,10
911,26,11
912,26,12
913,26,13
914,26,14
915,26,15
916,26,16
917,26,18
918,26,19
919,26,20
920,26,21
921,26,22
922,26,23
923,26,24
924,26,26
925,26,27
926,26,28
927,26,29
928,26,30
929,26,31
930,26,33
931,26,34
932,27,0
933,27,1
934,27,2
935,27,3
936,27,4
937,27,5
938,27,6
939,27,7
940,27,8
941,27,9
942,27,10
943,27,12
944,27,13
945,27,14
946,27,15
947,27,16
948,27,17
949,27,18
950,27,19
951,27,20
952,27,21
953,27,22
954,27,23
955,27,24
956,27,25
957,27,26
958,27,27
959,27,28
960,27,29
961,27,30
962,27,31
963,27,32
964,27,34
965,28,0
966,28,2
967,28,3
968,28,4
969,28,5
970,28,6
971,28,8
972,28,9
973,28,10
974,28,11
975,28,12
976,28,15
977,28,16
978,28,17
979,28,18
980,28,20
981,28,22
982,28,24
983,28,25
984,28,26
985,28,27
986,28,28
987,28,29
988,28,30
989,28,31
990,28,33
991,28,34
992,29,0
993,29,1
994,29,2
995,29,3
996,29,4
997,29,5
998,29,6
999,29,7
1000,29,8
1001,29,9
1002,29,10
1003,29,11
1004,29,12
1005,29,13
1006,29,14
1007,29,15
1008,29,16
1009,29,17
1010,29,18
1011,29,19
1012,29,20
1013,29,22
1014,29,23
1015,29,24
1016,29,25
1017,29,26
1018,29,27
1019,29,28
1020,29,29
1021,29,32
1022,29,33
1023,29,34
1024,30,0
1025,30,1
1026,30,3
1027,30,4
1028,30,5
1029,30,6
1030,30,10
1031,30,11
1032,30,12
1033,30,13
1034,30,14
1035,30,16
1036,30,17
1037,30,18
1038,30,19
1039,30,20
1040,30,21
1041,30,22
1042,30,24
1043,30,25
1044,30,26
1045,30,27
1046,30,28
1047,30,29
1048,30,30
1049,30,31
1050,30,32
1051,30,33
1052,30,34
1053,31,0
1054,31,1
1055,31,2
1056,31,3
1057,31,4
1058,31,7
1059,31,8
1060,31,9
1061,31,11
1062,31,12
1063,31,13
1064,31,14
1065,31,15
1066,31,16
1067,31,18
1068,31,19
1069,31,20
1070,31,21
1071,31,22
1072,31,23
1073,31,24
1074,31,26
1075,31,27
1076,31,28
1077,31,30
1078,31,32
1079,31,33
1080,31,34
1081,32,0
1082,32,1
1083,32,2
1084,32,3
1085,32,4
1086,32,5
1087,32,6
1088,32,7
1089,32,8
1090,32,10
1091,32,11
1092,32,12
1093,32,13
1094,32,14
1095,32,15
1096,32,16
1097,32,17
1098,32,18
1099,32,19
1100,32,20
1101,32,21
1102,32,23
1103,32,24
1104,32,25
1105,32,26
1106,32,29
1107,32,31
1108,32,32
1109,32,33
1110,32,34
1111,33,0
1112,33,1
1113,33,2
1114,33,3
1115,33,4
1116,33,5
1117,33,6
1118,33,7
1119,33,9
1120,33,10
1121,33,11
1122,33,12
1123,33,13
1124,33,14
1125,33,17
1126,33,18
1127,33,19
1128,33,20
1129,33,22
1130,33,23
1131,33,24
1132,33,25
1133,33,26
1134,33,27
1135,33,28
1136,33,29
1137,33,32
1138,33,34
1139,34,0
1140,34,1
1141,34,2
1142,34,3
1143,34,5
1144,34,6
1145,34,7
1146,34,9
1147,34,10
1148,34,11
1149,34,12
1150,34,13
1151,34,15
1152,34,17
1153,34,18
1154,34,19
1155,34,20
1156,34,22
1157,34,23
1158,34,24
1159,34,25
1160,34,26
1161,34,27
1162,34,28
1163,34,31
1164,34,32
1165,34,33
1166,34,34
